@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute landmarks-1 numeric
@attribute landmarks-2 numeric
@attribute landmarks-3 numeric
@attribute landmarks-4 numeric
@attribute landmarks-5 numeric
@attribute landmarks-6 numeric
@attribute landmarks-7 numeric
@attribute landmarks-8 numeric
@attribute landmarks-9 numeric
@attribute landmarks-10 numeric
@attribute landmarks-11 numeric
@attribute landmarks-12 numeric
@attribute landmarks-13 numeric
@attribute landmarks-14 numeric
@attribute landmarks-15 numeric
@attribute landmarks-16 numeric
@attribute landmarks-17 numeric
@attribute landmarks-18 numeric
@attribute landmarks-19 numeric
@attribute landmarks-20 numeric
@attribute landmarks-21 numeric
@attribute landmarks-22 numeric
@attribute landmarks-23 numeric
@attribute landmarks-24 numeric
@attribute landmarks-25 numeric
@attribute landmarks-26 numeric
@attribute landmarks-27 numeric
@attribute landmarks-28 numeric
@attribute landmarks-29 numeric
@attribute landmarks-30 numeric
@attribute landmarks-31 numeric
@attribute landmarks-32 numeric
@attribute landmarks-33 numeric
@attribute landmarks-34 numeric
@attribute landmarks-35 numeric
@attribute landmarks-36 numeric
@attribute landmarks-37 numeric
@attribute landmarks-38 numeric
@attribute landmarks-39 numeric
@attribute landmarks-40 numeric
@attribute landmarks-41 numeric
@attribute landmarks-42 numeric
@attribute landmarks-43 numeric
@attribute landmarks-44 numeric
@attribute landmarks-45 numeric
@attribute landmarks-46 numeric
@attribute landmarks-47 numeric
@attribute landmarks-48 numeric
@attribute landmarks-49 numeric
@attribute landmarks-50 numeric
@attribute landmarks-51 numeric
@attribute landmarks-52 numeric
@attribute landmarks-53 numeric
@attribute landmarks-54 numeric
@attribute landmarks-55 numeric
@attribute landmarks-56 numeric
@attribute landmarks-57 numeric
@attribute landmarks-58 numeric
@attribute landmarks-59 numeric
@attribute landmarks-60 numeric
@attribute landmarks-61 numeric
@attribute landmarks-62 numeric
@attribute landmarks-63 numeric
@attribute outputs-1 {0,1,2,3}

@data
96,'2023/10/15 21:08:51:129',1,399.108337,372.136047,-0.001304,441.923065,385.672882,-9.851938,476.721436,369.913269,-18.202827,501.368408,355.388763,-25.276453,525.658875,350.123383,-32.887012,466.367065,305.031433,-25.296448,491.882141,259.189148,-34.460083,511.604248,231.03302,-40.568573,527.286804,206.38327,-45.326374,434.646698,292.177765,-24.946198,454.282654,238.15509,-35.72583,469.411682,204.035782,-42.143852,481.841003,175.896179,-46.642712,402.655151,290.888153,-24.446844,408.670074,242.796738,-32.655476,417.891449,212.351715,-37.97916,426.553009,188.508301,-42.259571,372.234558,298.470123,-24.402201,364.396973,266.054565,-31.221453,362.670105,244.371155,-36.245747,363.313782,223.108276,-40.381111,1
97,'2023/10/15 21:08:51:199',1,395.354156,396.633545,-0.000764,442.896484,402.826782,-7.951835,482.55658,377.230377,-12.646129,509.310913,350.046417,-16.432112,530.617615,331.421722,-19.778833,464.937042,302.862915,-12.565878,493.795471,256.807922,-16.733076,515.378906,227.589767,-20.379095,533.118958,203.140503,-23.785271,432.396088,290.427155,-12.202448,454.024902,236.025284,-17.402939,470.274933,200.090149,-21.917397,483.125824,172.076431,-25.487432,400.400146,292.139374,-12.442016,407.213806,242.932983,-17.278307,415.728516,208.759262,-21.444904,423.884796,183.216965,-24.915791,369.459839,304.82782,-13.275671,361.261536,271.228668,-17.904324,358.247772,246.71051,-21.906433,357.447021,223.348679,-25.247761,1
98,'2023/10/15 21:08:51:424',1,395.452942,395.583923,-0.000941,439.469299,399.654083,-10.037848,478.37674,373.128143,-14.755602,504.182739,344.263245,-18.189508,525.091003,323.820282,-20.846588,460.417603,300.867615,-11.617643,489.273804,255.974823,-15.274749,509.890961,226.102432,-18.49357,526.96106,201.540298,-21.328823,428.549042,288.150421,-9.993272,450.774506,234.945786,-14.258732,467.291595,198.279175,-18.478556,480.964935,169.686005,-21.722677,397.508759,288.816986,-9.339532,404.780762,240.164352,-13.657428,413.610168,205.116852,-17.992491,422.208954,178.707703,-21.366751,367.39502,299.69574,-9.549961,359.54541,264.583099,-13.865988,356.840515,238.688354,-17.825989,356.511841,214.562775,-20.923153,1
99,'2023/10/15 21:08:51:426',1,387.850616,390.835724,-0.000881,432.03009,396.851532,-9.063663,470.286652,371.024689,-13.483574,496.358521,342.718719,-15.981637,520.766846,323.839447,-17.531269,455.014099,301.73056,-14.466745,486.019531,255.932602,-18.113674,507.453064,226.000092,-21.048048,525.11792,201.149704,-23.749802,423.712708,288.504547,-11.712428,447.401703,232.938843,-16.442156,463.990875,195.330826,-19.997955,477.359192,165.487823,-23.01302,393.320801,288.600037,-9.329039,402.862579,238.181808,-13.250553,412.334473,202.681747,-16.325911,420.838348,175.80159,-19.044796,363.96582,298.46637,-7.471083,357.821381,262.95224,-11.058657,355.685425,237.814087,-14.125978,354.879456,214.781052,-16.771677,1
100,'2023/10/15 21:08:51:538',1,376.546173,403.542084,-0.001042,424.449768,411.279846,-8.245488,465.88736,383.00885,-11.995113,492.88028,350.507629,-14.676715,517.698547,328.554382,-16.802752,456.990204,306.210632,-8.083822,486.354065,257.789642,-10.992047,505.207458,224.296936,-14.23701,520.302856,195.934372,-17.177563,425.078705,290.607727,-6.323201,447.794342,233.390793,-9.433801,464.338409,193.860382,-13.145064,477.568878,162.890472,-16.29615,392.948944,288.842743,-5.458466,404.971466,236.542786,-8.080248,416.793121,201.076508,-11.061785,427.286133,175.493256,-13.589635,359.870728,296.706635,-5.394929,360.837891,259.276489,-8.188573,365.574768,234.103165,-10.895019,371.257324,212.126251,-13.141806,1
101,'2023/10/15 21:08:51:539',1,374.995667,403.621033,-0.001155,423.295868,410.901123,-9.74353,465.100769,383.728424,-14.140872,493.897003,352.976166,-17.444588,520.981262,329.991882,-20.274073,456.865784,305.919922,-8.448191,485.077698,257.229279,-11.173747,503.228302,223.20166,-14.248973,517.738342,194.683807,-17.07795,424.744934,291.770386,-6.3049,447.994171,234.357391,-9.148619,464.176392,194.166092,-12.820618,477.06308,162.242996,-15.853711,392.355682,290.314331,-5.238323,405.384827,238.169632,-7.475415,417.258789,201.528442,-10.421528,427.451599,174.648209,-12.918616,359.257721,297.438721,-5.198959,360.594513,259.395508,-7.584888,364.754944,233.109482,-10.0019,369.914764,209.99054,-11.954666,1
102,'2023/10/15 21:08:51:700',1,375.858948,403.35318,-0.001236,423.62204,410.59967,-9.858792,464.208923,383.40564,-14.43947,492.041687,353.0065,-17.867382,518.459351,329.776276,-20.916178,456.360443,306.041626,-8.96159,483.818176,256.265503,-11.762568,501.633972,221.836197,-14.846321,515.797485,193.108276,-17.666452,424.166779,292.057617,-6.500798,446.516113,233.696579,-9.30368,462.379456,193.8573,-12.78075,475.308624,162.154541,-15.657774,391.889252,290.470856,-5.036549,404.669586,237.972244,-6.972398,416.566925,202.0448,-9.596404,426.812469,175.951508,-11.848759,359.159302,296.904846,-4.601739,361.4664,258.483551,-6.617929,366.391937,232.810043,-8.753482,372.19632,210.675125,-10.464752,1
103,'2023/10/15 21:08:51:701',1,374.551086,402.748596,-0.001229,421.420258,408.047302,-11.274671,462.029785,381.182343,-16.472002,489.773132,351.403778,-20.438089,514.980347,328.269287,-23.89245,452.789673,302.590942,-9.002089,479.562866,253.261536,-11.759346,497.444153,219.074081,-15.034673,511.896362,190.524521,-18.087643,421.147644,289.874329,-6.307874,442.253021,232.243759,-9.003027,458.009308,192.822876,-12.831669,470.749512,161.769363,-16.057117,390.011871,289.836548,-4.894087,401.73822,238.558823,-7.108034,412.993896,203.906738,-10.381689,422.786407,178.874969,-13.144978,358.655853,297.936737,-4.670197,360.584778,261.499207,-6.991052,364.876648,237.215469,-9.486573,370.035065,216.342682,-11.487327,1
104,'2023/10/15 21:08:51:864',1,376.784821,398.590454,-0.001325,422.712402,404.959137,-10.500422,461.58017,380.999084,-16.196766,490.936035,355.422913,-20.339418,521.103516,335.943726,-24.319036,451.825012,303.570801,-13.524284,478.31665,250.537903,-17.352892,497.440063,215.879105,-21.009275,512.770142,187.021912,-24.13122,420.829193,291.065735,-9.899872,444.781311,231.894196,-13.567945,462.39212,192.694901,-17.109953,476.494476,161.269821,-20.231253,390.532196,290.37439,-6.786059,405.670868,238.869003,-8.941297,419.011444,204.682236,-11.706371,429.993927,179.962158,-14.398747,360.712128,296.491089,-4.555342,367.60672,259.454529,-6.110193,374.858368,235.951462,-8.086693,382.016754,216.039505,-10.019626,1
105,'2023/10/15 21:08:51:867',1,378.887299,397.089539,-0.001472,421.785889,404.338623,-12.018627,460.104706,381.286316,-18.406229,489.342896,356.786224,-23.299189,519.290344,338.083771,-28.14185,454.817596,304.340881,-13.818132,480.914825,251.546478,-18.067612,499.68161,216.084183,-22.297043,514.624084,185.937485,-25.886168,424.933441,291.493011,-10.281223,449.480988,232.747574,-14.204038,466.965302,192.440277,-18.471458,480.873962,159.627289,-22.122131,395.069153,290.258331,-7.5315,411.5336,239.496124,-10.045139,425.37677,204.537537,-13.4926,436.682159,178.722626,-16.694393,364.716217,295.73056,-5.864628,372.334747,259.241211,-7.853182,379.750885,235.500778,-10.218553,387.265015,214.871887,-12.442142,1
106,'2023/10/15 21:08:51:916',1,377.000946,392.543091,-0.001667,418.889771,400.901215,-14.850063,454.682526,378.025909,-22.604431,481.522522,352.350616,-28.628798,510.436584,330.94751,-34.823227,453.564575,301.475494,-15.919268,480.685883,248.910599,-21.290779,501.392181,212.670563,-25.23476,517.487549,182.004715,-28.117067,424.780731,286.897369,-12.078205,451.421997,229.145782,-16.674314,471.930206,189.721848,-21.22945,487.797882,158.048553,-25.044376,396.520325,283.163635,-9.363381,415.007172,234.097321,-13.354344,431.588959,202.878174,-18.383932,444.361023,180.270966,-22.577637,368.054688,285.19165,-7.946884,380.18103,247.75058,-11.591057,393.090576,225.633057,-15.174176,405.289368,207.562057,-18.199606,1
107,'2023/10/15 21:08:52:029',1,380.46228,391.533173,-0.001731,422.156281,399.131714,-12.744103,457.452026,376.265198,-20.198574,483.637543,349.079987,-25.522991,509.561157,327.126953,-30.759632,448.958527,300.982727,-19.230183,477.057587,246.20871,-24.660246,497.615143,210.802979,-27.916611,513.622192,181.783554,-30.166615,420.643524,285.779022,-15.195481,448.305237,225.431549,-21.127779,471.090942,186.823715,-24.973614,488.48465,157.398117,-27.844915,394.653381,282.341858,-11.474189,414.922028,231.842743,-16.119457,433.61618,203.466095,-19.884983,448.132294,184.120346,-22.714672,369.944244,286.188019,-8.577805,383.983337,248.401169,-12.165185,398.281311,228.44696,-15.005026,411.379425,212.882263,-17.215105,1
108,'2023/10/15 21:08:52:030',1,378.847931,390.710693,-0.001714,420.605255,397.636841,-12.223986,456.19928,374.396942,-19.499758,482.408386,346.48999,-24.553362,507.859802,324.411865,-29.445251,446.69577,301.479614,-19.768188,475.205994,245.617233,-25.102701,495.451904,209.969147,-28.0009,511.049652,180.972336,-29.868584,418.724884,286.557739,-15.578746,447.682465,225.274231,-21.60223,470.950043,186.177292,-24.928759,488.50293,156.706772,-27.259411,393.263,283.083557,-11.555186,415.27063,231.568283,-16.07564,434.68161,202.584106,-19.215769,449.672577,182.944733,-21.46154,369.170471,286.813507,-8.270035,384.614594,248.389511,-11.612701,399.354218,228.317657,-14.034316,412.764404,212.690704,-15.82015,1
109,'2023/10/15 21:08:52:152',1,373.118958,387.946381,-0.001884,411.91806,398.708801,-16.879206,448.388397,376.78299,-25.55105,476.473724,352.690979,-32.251316,506.225067,331.775879,-39.080788,452.014893,295.107971,-16.213074,479.677734,244.306137,-21.737528,501.200012,208.477264,-25.942921,517.344482,176.870132,-28.872173,426.062897,279.523499,-11.779599,456.700195,223.472748,-16.590012,481.680603,184.088409,-21.299788,499.342834,153.539368,-24.884449,400.451111,275.808105,-8.759729,421.350677,229.135483,-13.951197,437.890503,207.16777,-19.53179,449.074554,192.828293,-23.234842,373.98056,278.538818,-7.096704,388.842224,243.591522,-11.901902,402.311401,228.259048,-15.686681,413.789398,217.156067,-18.27198,1
110,'2023/10/15 21:08:52:236',1,375.47113,386.521301,-0.002043,410.231964,401.06369,-19.414385,445.397888,382.47821,-29.903111,476.126709,362.292358,-37.664158,511.375427,343.968903,-45.68578,450.597748,301.827698,-23.041309,481.689484,248.526962,-30.619431,506.326294,212.482315,-36.009216,525.638245,181.092682,-39.437805,426.96228,285.142548,-16.88394,465.220306,226.214752,-23.305054,492.82132,187.249039,-28.379654,513.121826,156.650345,-31.859627,404.598389,279.049866,-11.792706,434.301727,230.850296,-17.022915,454.389984,205.04361,-21.652744,469.265808,186.942551,-24.800339,381.727844,278.663452,-8.190588,404.161591,241.513596,-12.25847,420.63562,223.616913,-15.124553,435.381622,209.797577,-16.999037,1
111,'2023/10/15 21:08:52:287',1,374.737305,382.283447,-0.002062,407.920776,400.000427,-19.475094,441.956482,384.901184,-30.419098,471.171112,367.872559,-38.598797,504.351044,353.304108,-47.184856,449.765472,303.993713,-24.833275,482.421936,251.538315,-32.992432,508.375183,215.966827,-38.739937,529.009338,184.933228,-42.401413,426.999908,286.535004,-18.664434,467.465729,227.875778,-25.709826,496.770355,188.727341,-30.971796,518.55542,157.122559,-34.645615,405.383667,279.787201,-13.418544,436.195984,232.190918,-19.10265,455.868866,207.654434,-23.808577,470.515808,189.83905,-27.021479,383.26062,278.993988,-9.596848,406.485535,242.992752,-14.0638,422.651581,226.151276,-17.167244,436.927002,212.723785,-19.224602,1
112,'2023/10/15 21:08:52:337',1,374.481689,382.378174,-0.00209,406.592438,401.201263,-20.487854,439.961945,387.414124,-31.930582,469.165131,371.514008,-40.321152,501.832428,357.653381,-49.194145,447.82785,304.650146,-26.280037,479.828644,251.786118,-34.44323,505.214783,215.850266,-40.313141,525.400757,184.757614,-44.085526,425.902252,286.602631,-19.311262,466.169769,227.46344,-26.274368,494.79715,188.871277,-31.422049,516.264709,157.540405,-34.997555,405.308777,279.565765,-13.22132,436.575928,231.961853,-18.854649,456.579498,206.57431,-23.675083,471.654175,187.871887,-26.924404,384.466705,278.624603,-8.576448,407.913361,242.685791,-12.948565,424.215393,225.498062,-16.046261,438.656281,211.669113,-18.0418,1
113,'2023/10/15 21:08:52:387',1,376.540985,382.521912,-0.002018,407.980194,399.408295,-20.091976,440.247864,384.397675,-31.339012,467.668854,366.923584,-39.497425,497.745789,352.838348,-48.01778,446.103851,301.435791,-25.69249,476.217285,248.44931,-33.640884,500.106476,212.840744,-39.509163,519.461792,182.020157,-43.331215,424.876709,283.878479,-18.76804,463.455292,225.550613,-25.692682,491.799683,187.649216,-30.95162,513.353149,156.858505,-34.692207,405.126526,277.856781,-12.682742,435.367584,230.392014,-18.274376,456.645233,205.035141,-23.364758,473.214905,186.123062,-26.876467,385.148529,278.554108,-7.993512,407.99472,242.65741,-12.296818,425.073822,225.423218,-15.574542,440.747803,211.344727,-17.779099,1
114,'2023/10/15 21:08:52:499',1,376.534363,380.383759,-0.001902,407.294037,397.174744,-20.271105,439.496613,381.467316,-31.553469,465.98349,362.625549,-39.693111,494.335266,349.171173,-48.194843,446.3974,297.484436,-25.585135,475.591339,244.105789,-33.586266,498.929474,208.666168,-39.325928,518.005005,177.738022,-42.915104,425.499786,280.255554,-18.745451,463.700623,221.991531,-25.714056,493.020111,183.557404,-30.957424,515.440491,151.48175,-34.652916,405.692108,275.101654,-12.782542,435.400116,227.388412,-18.499361,456.584686,203.272705,-23.57793,473.597107,184.495178,-27.042002,384.881866,277.042694,-8.225039,407.582184,241.330246,-12.773295,424.722107,224.905502,-16.157253,440.817078,210.74501,-18.414804,1
115,'2023/10/15 21:08:52:621',1,373.834167,374.901428,-0.001819,405.461548,393.45575,-21.079506,438.239929,380.27832,-33.070908,467.100708,361.364716,-41.385937,498.231781,346.281952,-50.230042,440.551819,296.869171,-29.466246,469.321198,242.132126,-37.964756,492.725311,205.962494,-43.742188,511.360413,175.293472,-47.232533,420.500397,277.996124,-21.516626,459.751678,217.650101,-29.648363,489.552002,178.737183,-35.093533,511.593506,148.16684,-38.661266,403.057648,270.655853,-14.130886,434.559387,222.012115,-20.690874,456.048615,198.578262,-25.994081,472.929962,181.801407,-29.361013,386.033936,270.51355,-8.025076,409.582611,234.482468,-13.035074,426.79126,218.524826,-16.783276,442.385468,205.73526,-19.21068,1
116,'2023/10/15 21:08:52:672',1,375.255524,374.523315,-0.001377,408.290588,391.421326,-21.050426,439.665344,379.00705,-33.933395,466.355469,359.823517,-42.686203,494.418488,345.375214,-52.180599,430.604187,300.140869,-34.940807,459.903229,240.321167,-44.095047,484.988861,204.435547,-48.812023,505.587585,176.434799,-51.112049,411.545502,280.419159,-26.124228,450.551453,216.036179,-35.259148,482.330048,179.579727,-39.394718,507.01239,152.163895,-41.67234,397.01593,271.635406,-17.350952,430.988861,219.375565,-24.57086,457.985657,192.753372,-29.246187,479.470123,173.743927,-31.913563,384.703644,270.217499,-9.536896,411.178467,231.788254,-14.796251,431.788574,213.886108,-18.385315,450.195343,199.420303,-20.496574,1
117,'2023/10/15 21:08:52:723',1,372.817902,375.324158,-0.001511,402.711029,393.113129,-21.907129,430.148743,382.480347,-35.212852,452.080109,364.58606,-44.01889,474.736145,351.001678,-53.645721,425.863983,301.433289,-36.706703,454.624725,241.088913,-45.98032,480.002197,205.386475,-50.890278,500.9646,178.969238,-53.165661,409.707336,281.213379,-26.842623,448.215454,216.298447,-36.236866,479.831879,181.165573,-40.42635,505.29538,155.807419,-42.369503,398.075226,271.73941,-16.860764,431.596985,219.442612,-24.125956,460.066895,191.083633,-28.86116,483.579681,171.287659,-31.184437,389.050598,269.8927,-7.782356,414.865417,230.636459,-12.842969,436.082062,210.58934,-16.228016,455.705719,195.25267,-17.931709,1
118,'2023/10/15 21:08:52:776',1,366.139038,374.178864,-0.001493,396.311768,390.960358,-21.267641,425.093872,381.153564,-34.39603,448.367096,363.420349,-42.785904,471.107697,350.058441,-51.938747,416.009277,303.023865,-37.457932,448.183075,240.903046,-46.036366,475.780121,206.152786,-49.809231,499.227692,181.087784,-51.192799,402.943634,281.953308,-27.142273,444.29422,216.29953,-35.641434,477.950958,182.982132,-38.075596,505.560883,159.37529,-38.775959,394.940033,271.777008,-16.55447,432.185181,219.187561,-23.125654,462.529114,190.908813,-26.672792,487.698486,171.645126,-28.114466,389.854462,268.977936,-6.751541,419.933472,230.207199,-11.113068,442.297363,210.788544,-13.869091,462.362274,196.250031,-15.153234,1
119,'2023/10/15 21:08:52:852',1,361.648468,373.584961,-0.001223,398.462311,386.860992,-17.178566,429.051117,372.921112,-28.121656,450.550842,352.900574,-34.739956,469.93158,340.345612,-42.11034,417.13913,300.309937,-35.082745,451.691132,236.817917,-42.940323,478.68866,202.742203,-45.357021,500.066467,178.46138,-45.254066,400.594238,279.562286,-25.478415,445.862793,215.197876,-31.7756,478.394592,185.521118,-31.319967,502.658234,164.772614,-30.011166,389.880432,269.232269,-15.258167,431.717072,219.070923,-18.800699,460.886963,196.218552,-18.98432,482.088104,181.220169,-18.408985,383.150391,265.942932,-5.669686,417.780884,230.972122,-7.087473,439.65918,217.100235,-7.360924,456.394135,206.697189,-6.909737,1
120,'2023/10/15 21:08:53:779',1,366.716766,359.223175,-0.001039,405.369659,371.77951,-12.206245,444.237274,356.002533,-18.21228,471.288574,336.134949,-22.102045,492.854889,318.930542,-25.5949,438.882568,283.444397,-13.466217,460.188965,236.423538,-14.653672,470.929413,205.727554,-13.603996,476.374878,181.771103,-12.089174,411.497467,267.347687,-8.046071,434.598389,216.250595,-8.99479,447.544556,182.199402,-7.192617,454.383362,157.182129,-4.258139,384.49646,260.97876,-3.371124,402.215698,215.477341,-3.247972,416.393158,184.47525,-1.195053,426.087158,162.517303,1.419095,356.799835,261.918823,0.233523,365.224976,225.772568,0.548727,374.356567,202.826004,1.989343,383.040375,184.034714,4.363961,1
121,'2023/10/15 21:08:53:854',1,350.886414,370.963684,-0.001242,392.778137,368.490601,-9.882524,430.70755,333.742126,-14.797969,462.619812,298.027039,-19.279623,497.623199,273.923187,-23.816099,411.881775,267.973175,-7.52391,434.960175,225.642899,-12.082553,448.891937,192.845688,-16.501869,460.216919,164.419083,-20.164452,382.195892,256.664093,-7.692784,397.670593,205.956161,-12.783379,408.180969,165.700714,-18.149313,415.928436,134.313583,-22.390575,352.088593,257.645752,-9.431006,357.829041,210.192612,-15.041947,365.063873,171.627197,-20.071545,371.982483,141.432968,-23.850189,320.294159,268.919556,-12.203205,315.190369,232.549057,-17.897823,314.71698,204.496704,-22.269135,316.860229,177.271317,-25.645576,1
122,'2023/10/15 21:08:53:922',1,345.515747,381.537201,-0.000733,390.385254,375.733582,-6.541707,427.299835,341.038788,-9.880948,454.947021,304.582306,-13.382788,482.349731,277.972778,-16.61355,409.34729,270.784821,-5.254972,430.938721,223.642166,-9.481489,444.553864,188.978058,-13.475351,456.381134,159.138702,-16.789968,379.547089,259.51593,-6.854292,393.848358,203.559937,-11.468004,405.281281,161.740189,-16.400999,415.00293,128.547333,-20.463539,349.371338,260.946259,-9.741576,354.175232,208.193497,-14.646508,361.427887,168.643829,-19.218615,369.457336,137.718094,-22.948124,317.450134,272.736603,-13.445574,312.568451,232.956512,-18.487181,313.137115,203.455887,-22.429981,316.398773,175.019684,-25.710089,1
123,'2023/10/15 21:08:53:976',1,349.630707,385.366577,-0.001121,392.182709,385.542572,-11.051695,428.534119,352.640442,-16.596888,452.601288,316.94519,-21.293293,475.380524,291.509918,-25.35441,409.796783,279.697083,-11.266714,430.220154,232.126328,-16.782019,442.670624,196.813339,-21.708439,453.148468,165.971832,-25.703896,379.91095,267.86084,-11.005177,393.386261,211.244904,-16.82675,404.545349,168.549271,-22.423946,414.057831,133.761215,-26.770037,350.169952,269.907104,-12.226537,350.511139,218.22319,-18.716305,354.77417,178.524338,-24.420721,360.210541,146.479645,-28.670025,319.953491,283.626038,-14.568342,311.623871,246.575699,-20.69392,310.02536,218.729324,-25.316673,311.055573,191.003738,-28.792639,1
124,'2023/10/15 21:08:54:026',1,348.776276,385.196564,-0.00122,391.778015,383.594086,-11.137707,426.752106,350.540741,-16.982683,450.64856,315.662231,-22.035719,475.110077,289.783508,-26.634169,407.31842,280.026917,-12.449675,427.142761,232.21196,-18.665947,439.342682,196.379532,-24.110893,449.702301,164.984802,-28.510561,377.173035,269.254089,-12.463565,389.234344,212.049347,-19.164961,399.317078,168.870056,-25.43189,408.123932,133.597961,-30.235691,347.722015,271.484253,-13.855488,348.385162,219.56546,-20.86895,352.784729,179.649612,-26.919641,358.17215,147.430954,-31.382383,318.114349,284.60614,-16.311003,309.658264,246.765213,-22.832405,307.930634,218.25,-27.615952,308.743622,190.39064,-31.221741,1
125,'2023/10/15 21:08:54:125',1,346.884491,383.317566,-0.001236,389.967926,380.511658,-10.866746,424.41333,347.421509,-16.879684,448.02652,312.472137,-22.113245,471.629883,286.849548,-26.899149,404.447754,278.799255,-13.207357,424.520569,231.494431,-19.848436,437.104095,195.583755,-25.590233,447.928894,163.893585,-30.123894,374.132172,268.158783,-13.345514,385.925171,211.64151,-20.59803,396.563538,167.954376,-27.108656,405.831238,132.531067,-32.009827,344.770996,270.337006,-14.750607,346.236664,218.802338,-22.004847,352.125946,178.783112,-28.060541,358.841888,146.662857,-32.430084,315.263397,283.41098,-17.170206,307.02475,245.915833,-23.877167,305.622375,217.529221,-28.71526,306.967621,189.806778,-32.313759,1
126,'2023/10/15 21:08:54:233',1,341.637634,381.361023,-0.001078,385.491486,375.747345,-10.145173,421.947083,341.037964,-15.501448,447.010071,303.513397,-20.212454,468.727356,275.889404,-24.429468,401.710419,271.748291,-9.890078,421.820526,223.486053,-14.983791,433.529572,187.353119,-19.571274,443.335358,155.905823,-23.261103,370.649811,261.658997,-9.769699,382.938812,205.877991,-15.311856,392.39682,162.199875,-20.663385,399.970795,127.938011,-24.836555,340.035217,264.414185,-11.075407,343.187805,213.460785,-16.802038,349.004272,172.951462,-21.79657,355.529572,141.404282,-25.541471,308.293701,278.154877,-13.403128,300.594482,241.131683,-18.951702,298.266174,212.371017,-23.139828,298.977753,184.558701,-26.375223,1
127,'2023/10/15 21:08:54:289',1,336.928955,380.321411,-0.000955,379.985168,372.456299,-7.523268,414.193726,337.728699,-12.423193,439.801086,300.870422,-16.918613,464.492126,275.003784,-21.204212,392.96048,274.698883,-10.91514,414.951294,226.938004,-17.053293,427.960175,190.458069,-22.047907,439.178223,158.450211,-25.850859,362.764496,264.181976,-11.960362,376.062256,207.702042,-18.740536,385.264496,162.272522,-24.170404,392.569763,126.602837,-28.33877,332.91095,266.271484,-13.9856,335.776886,213.742004,-20.668213,340.771729,170.600388,-25.704782,346.720947,136.540726,-29.532364,302.092163,279.65683,-16.619522,293.591431,240.964035,-22.920126,290.134613,210.789459,-27.520638,289.737152,181.202942,-31.177011,1
128,'2023/10/15 21:08:54:354',1,330.469391,396.298126,-0.000515,376.438538,383.06189,-6.529637,412.328644,342.213867,-9.902628,437.493896,300.09375,-13.603326,459.333801,268.966156,-16.828106,387.079376,268.758972,-4.82079,406.912872,220.128677,-8.981487,419.353455,183.948166,-13.070291,430.387238,152.655853,-16.591228,354.980652,260.475433,-7.084564,366.488007,202.332809,-11.892479,376.802155,158.763443,-17.092949,385.894165,124.273521,-21.183651,323.996765,266.325562,-10.729473,325.720367,211.200821,-16.125336,331.663757,170.235596,-20.756947,339.331696,138.135208,-24.284615,292.511292,284.218903,-15.259848,284.148682,243.02298,-20.81739,282.666229,212.058716,-24.822102,284.69635,181.810303,-27.934683,1
129,'2023/10/15 21:08:54:406',1,329.563049,396.489197,-0.000621,374.598541,383.346069,-7.808476,408.84668,342.056702,-11.780445,431.892059,299.452667,-15.725037,452.814941,268.145599,-19.153107,383.198456,269.726105,-7.160569,402.395172,219.818542,-12.057291,414.233337,182.721024,-16.510141,424.725311,150.466614,-20.237627,351.038757,262.352112,-8.837849,361.99823,203.28241,-14.486565,372.00415,158.941956,-20.053398,380.846497,123.799866,-24.382294,320.116333,268.932709,-11.90354,321.540649,213.977615,-18.060888,327.479462,172.684937,-23.208996,334.858032,140.253632,-27.123755,288.793823,287.445709,-15.874598,279.935577,246.949966,-22.028944,278.332458,216.092728,-26.493454,280.142303,186.081024,-30.016296,1
130,'2023/10/15 21:08:54:604',1,327.348724,396.895447,-0.00069,371.996765,384.924469,-8.40425,406.635498,343.981384,-12.490923,430.254852,301.845703,-16.541965,451.321014,270.786346,-20.017855,381.148041,269.835541,-6.498973,401.24176,220.601563,-11.10119,413.612549,183.744537,-15.500678,424.367401,151.672867,-19.283686,349.587189,262.0112,-8.026733,360.021332,203.211426,-13.2701,369.961975,159.152161,-18.76412,378.733582,124.38546,-23.066046,319.333099,268.439514,-11.114113,319.776367,213.689163,-17.009481,325.20755,172.741226,-22.04542,332.246185,140.771118,-25.84798,288.672882,286.922394,-15.215435,279.411194,246.863983,-21.21402,277.807434,216.476288,-25.488461,279.608215,187.056961,-28.796221,1
131,'2023/10/15 21:08:54:606',1,329.336639,397.04248,-0.000621,373.038361,384.872589,-8.236037,407.851257,343.424286,-12.202386,431.246582,300.239807,-16.219687,450.323975,268.902863,-19.66984,383.159851,268.820892,-5.412051,403.125793,219.945511,-9.603081,414.842743,182.724274,-13.805834,424.911591,150.314545,-17.438585,351.85141,260.785583,-6.985788,361.716217,202.336304,-11.738182,370.88501,157.504898,-16.917595,378.802429,122.39267,-20.907566,321.46701,267.404633,-10.219699,319.551239,212.880341,-15.987933,322.789764,171.238617,-21.030767,328.197113,138.757614,-24.721912,290.723785,286.602264,-14.481327,280.447876,247.014999,-20.447321,277.882874,216.561432,-24.729134,278.816895,186.560104,-27.90476,1
