@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute landmarks-1 numeric
@attribute landmarks-2 numeric
@attribute landmarks-3 numeric
@attribute landmarks-4 numeric
@attribute landmarks-5 numeric
@attribute landmarks-6 numeric
@attribute landmarks-7 numeric
@attribute landmarks-8 numeric
@attribute landmarks-9 numeric
@attribute landmarks-10 numeric
@attribute landmarks-11 numeric
@attribute landmarks-12 numeric
@attribute landmarks-13 numeric
@attribute landmarks-14 numeric
@attribute landmarks-15 numeric
@attribute landmarks-16 numeric
@attribute landmarks-17 numeric
@attribute landmarks-18 numeric
@attribute landmarks-19 numeric
@attribute landmarks-20 numeric
@attribute landmarks-21 numeric
@attribute landmarks-22 numeric
@attribute landmarks-23 numeric
@attribute landmarks-24 numeric
@attribute landmarks-25 numeric
@attribute landmarks-26 numeric
@attribute landmarks-27 numeric
@attribute landmarks-28 numeric
@attribute landmarks-29 numeric
@attribute landmarks-30 numeric
@attribute landmarks-31 numeric
@attribute landmarks-32 numeric
@attribute landmarks-33 numeric
@attribute landmarks-34 numeric
@attribute landmarks-35 numeric
@attribute landmarks-36 numeric
@attribute landmarks-37 numeric
@attribute landmarks-38 numeric
@attribute landmarks-39 numeric
@attribute landmarks-40 numeric
@attribute landmarks-41 numeric
@attribute landmarks-42 numeric
@attribute landmarks-43 numeric
@attribute landmarks-44 numeric
@attribute landmarks-45 numeric
@attribute landmarks-46 numeric
@attribute landmarks-47 numeric
@attribute landmarks-48 numeric
@attribute landmarks-49 numeric
@attribute landmarks-50 numeric
@attribute landmarks-51 numeric
@attribute landmarks-52 numeric
@attribute landmarks-53 numeric
@attribute landmarks-54 numeric
@attribute landmarks-55 numeric
@attribute landmarks-56 numeric
@attribute landmarks-57 numeric
@attribute landmarks-58 numeric
@attribute landmarks-59 numeric
@attribute landmarks-60 numeric
@attribute landmarks-61 numeric
@attribute landmarks-62 numeric
@attribute landmarks-63 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
31,'2023/10/21 14:52:11:222',2,414.133118,470.970001,-0.001079,467.371948,456.72757,-2.671561,506.130157,426.359192,-1.624669,532.535645,398.352814,-1.408592,550.742798,378.52356,-0.732345,470.381134,363.884064,11.045795,484.347534,319.372803,14.531779,491.853516,290.162994,15.609514,496.066528,267.07431,15.797007,437.692932,356.373108,10.586364,445.427032,306.345032,15.665274,450.219849,273.571014,15.940299,453.434235,249.222122,15.897795,407.341949,358.803528,8.399587,407.498596,312.894287,12.414304,409.422791,283.620758,13.447411,411.972595,262.372833,14.06583,378.209442,369.528534,5.171243,368.936646,334.35376,7.126272,365.440063,312.682678,8.199403,364.275146,292.946533,9.500436,2
32,'2023/10/21 14:52:11:224',2,413.141571,470.393188,-0.001014,467.635651,456.631744,-0.724785,506.401031,427.318451,1.289226,532.839783,399.84436,2.42282,550.063354,380.518311,4.028362,470.684753,363.238007,12.602993,485.037598,318.997894,16.772148,492.995148,290.027863,18.391373,497.589203,267.491058,19.015825,437.293121,355.695221,12.144735,444.618866,305.347778,17.785246,449.34729,272.647858,18.705383,452.41684,248.548859,19.190895,406.312561,358.68515,10.258848,405.826141,312.305878,14.8707,407.43689,282.903595,16.494078,409.826965,261.909821,17.630777,376.809631,370.176971,7.599225,367.378754,334.616669,10.135161,363.973663,312.963562,11.650617,362.993652,293.523956,13.393822,2
33,'2023/10/21 14:52:11:547',2,412.514679,470.672791,-0.001101,467.479706,457.081421,-1.401145,506.681061,426.954285,0.36607,533.232971,398.814209,1.255841,550.200073,379.136475,2.569049,469.520416,363.076355,12.668163,484.211365,319.310974,16.859663,492.541107,290.513977,18.314123,497.561493,268.027496,18.719091,436.055481,355.421051,12.223636,443.611053,305.496063,17.907001,448.658905,272.786804,18.522348,452.150238,248.516449,18.697767,405.256989,358.361725,10.220263,405.101685,312.285004,14.713388,406.91748,282.805206,15.969056,409.5289,261.61261,16.789127,375.966705,369.901093,7.352623,366.901733,334.626282,9.657225,363.711578,313.056488,10.885003,362.906525,293.539764,12.382362,2
34,'2023/10/21 14:52:12:115',2,414.623077,469.698151,-0.001036,466.882507,455.724457,-2.260608,505.022888,425.767853,-1.046962,530.425293,397.340546,-0.489013,546.639771,377.179626,0.606512,471.543365,362.773346,10.305208,486.591827,318.740509,13.748895,494.790741,289.547455,14.827551,499.675842,266.431915,15.039862,438.734528,355.329865,10.142459,447.3479,305.310669,15.020567,452.493378,272.403931,15.547919,455.904816,248.095596,15.815102,408.211853,358.410553,8.428355,408.691345,312.573792,12.419422,410.601166,282.928009,13.858275,413.237091,261.603912,14.879604,378.989655,370.256775,5.789484,368.931152,335.547882,7.815702,364.593903,313.614685,9.112132,362.863617,293.744995,10.674346,2
35,'2023/10/21 14:52:12:117',2,412.885406,470.395172,-0.001091,466.348236,457.190033,-2.026635,504.459473,428.069092,-0.793983,529.984009,399.518646,-0.158581,547.306824,378.134674,0.979212,472.893463,363.860016,9.592609,487.311493,319.375916,12.666842,495.327667,290.591431,13.561721,500.157928,268.206299,13.767595,439.863495,356.34845,9.536963,448.927704,306.131226,13.945333,454.701172,274.205902,14.307493,458.52951,250.914658,14.510109,408.951477,359.147583,8.100422,410.576721,313.02887,11.828067,413.577667,284.423859,13.058325,416.912079,264.343597,13.967402,379.465393,370.10788,5.816761,370.676483,334.541077,7.831489,367.480927,312.382629,9.055135,366.828613,292.837372,10.562862,2
36,'2023/10/21 14:52:12:745',2,409.201935,470.519196,-0.001181,462.787628,457.07666,-3.123575,501.119171,428.979095,-2.536462,527.585022,401.538971,-2.391088,545.613281,380.483582,-1.808918,467.887543,367.417053,8.514744,483.132385,323.248718,11.366015,491.718567,294.119598,11.984704,497.423889,271.459625,11.973217,434.75708,360.387695,8.996329,444.014099,310.130066,13.243369,449.619934,277.324921,13.304544,453.88028,252.917282,13.23325,404.105408,363.238892,8.05636,405.703186,317.249908,11.764642,407.935638,288.076935,12.716122,410.912689,267.261688,13.393543,375.113922,373.733154,6.188977,366.188965,338.304993,8.163078,362.573334,316.354126,9.191167,361.713257,296.865662,10.610419,2
37,'2023/10/21 14:52:12:746',2,408.276733,470.540192,-0.001178,462.328094,457.113159,-2.722519,500.638641,429.380157,-1.932937,527.024475,402.3526,-1.583316,545.239441,381.624969,-0.748003,467.424896,367.774628,8.782749,482.539673,323.34024,11.820234,490.79425,294.077332,12.65416,496.083344,271.336609,12.812868,434.246674,360.988251,9.268299,443.726685,310.607788,13.725213,449.190033,277.497833,14.069459,453.055359,252.800598,14.226902,403.588318,364.014221,8.378608,405.520538,318.011627,12.330094,407.801422,288.563202,13.636403,410.577515,267.439697,14.582678,374.584839,374.548279,6.597476,366.1474,339.200867,8.826676,362.735413,317.386261,10.147273,361.868469,297.936493,11.802225,2
38,'2023/10/21 14:52:13:385',2,408.12561,472.470001,-0.001097,460.552338,460.62561,-4.160221,499.441315,433.066925,-4.377469,526.78241,406.616913,-4.89424,545.464111,386.952454,-4.950102,465.388245,371.025543,5.936821,480.235046,326.427338,7.860082,487.658691,296.602173,7.988107,492.175201,273.024811,7.6692,432.017761,364.106171,6.348448,440.523529,313.354492,9.434342,445.252167,279.507141,8.640192,448.884705,253.877411,7.896476,401.301605,367.226349,5.357489,402.161346,320.909912,7.944455,403.813568,290.757263,8.129768,406.531891,268.694336,8.286986,372.072632,378.208862,3.404127,362.807526,342.608063,4.489347,359.010345,320.403076,5.011935,358.170441,300.219299,6.064785,2
39,'2023/10/21 14:52:13:387',2,408.125153,472.052185,-0.001078,460.626862,458.450439,-3.144395,498.594818,431.037781,-2.591213,525.574341,404.950867,-2.428977,545.124023,385.212921,-1.803512,464.442902,370.104584,7.967667,478.442932,325.400665,10.675498,485.447174,295.858337,11.364236,489.70163,272.73822,11.513865,431.463165,363.74762,8.536501,439.423248,313.002075,12.672419,443.611786,279.544891,12.790758,446.846863,254.125626,12.794406,401.080139,367.137146,7.74791,401.554535,321.042725,11.393484,402.636444,291.164642,12.465036,404.796997,269.229645,13.261997,372.243988,377.801788,6.056348,363.104553,342.257233,8.077359,359.407593,320.364197,9.31355,358.556305,300.561157,10.961127,2
40,'2023/10/21 14:52:13:983',2,411.373016,472.35376,-0.001164,464.529694,458.490143,-3.029916,502.512573,430.647736,-2.268893,529.006165,404.157837,-2.091861,548.317688,384.017242,-1.487237,468.985626,368.784882,9.320175,483.253632,324.080597,12.302149,490.798187,294.292999,12.993805,495.463562,270.897797,13.027212,435.6185,362.066864,9.476533,444.259521,311.65509,13.874344,449.489014,278.328247,13.766281,453.44342,253.44928,13.588165,404.708496,365.100708,8.110553,405.843109,319.127411,11.855423,408.189941,289.652863,12.728331,411.323761,268.267609,13.382511,375.327118,375.811188,5.766169,365.918304,340.561157,7.717973,362.118744,318.648743,8.816628,361.183746,298.763336,10.324329,2
41,'2023/10/21 14:52:13:984',2,415.951782,472.127289,-0.001178,467.103455,459.295776,-2.658385,504.994354,431.087036,-1.890624,531.07312,403.581451,-1.50143,547.683777,382.86557,-0.539279,473.566498,368.025177,7.915436,488.482178,322.628998,10.687556,496.084259,292.867828,11.535082,500.576141,269.375336,11.753534,440.796967,360.923767,8.25721,450.081635,309.727234,12.168332,455.667297,276.554993,12.421797,459.628479,252.099136,12.639423,410.250671,364.019623,7.2624,411.900513,317.552399,10.731674,414.691498,287.952057,11.963477,418.184601,267.097595,12.931973,381.280579,375.119263,5.41146,371.497742,339.853943,7.290432,367.468597,317.488586,8.412695,366.287506,297.709045,9.870193,2
42,'2023/10/21 14:52:14:596',2,419.220978,473.223145,-0.001269,469.172882,459.196899,-3.365472,505.993225,429.810181,-2.572025,531.759827,401.628387,-2.466273,549.941956,380.414886,-1.962002,473.943756,367.85556,10.019547,488.355469,323.080597,12.864746,496.640289,293.459198,13.261824,502.281372,269.66571,13.076237,441.994019,360.475128,9.998084,450.651947,310.202667,14.419077,456.745239,277.771484,14.210111,461.735901,253.505142,13.969248,412.119476,363.245148,8.266664,413.380981,317.69516,11.877329,416.491241,289.432556,12.490593,420.51239,269.147461,12.899466,383.437439,374.057953,5.481893,373.559235,339.610596,7.206801,369.629974,318.057587,7.959531,368.637726,298.565704,9.070009,2
43,'2023/10/21 14:52:14:597',2,414.042419,472.821259,-0.001154,466.803284,459.906433,-2.783222,504.821411,431.736359,-2.208048,531.189026,404.340698,-2.10032,549.750122,383.204559,-1.465697,472.383392,368.340149,7.678998,486.761963,323.619415,10.097656,494.51239,294.278168,10.578157,499.384644,271.500488,10.477283,438.983612,361.312164,7.763065,447.753113,310.89328,11.234074,453.351379,278.560333,10.965611,457.477539,254.953156,10.655477,407.855408,364.213989,6.498298,409.035065,317.933594,9.543003,411.796875,289.213623,10.306012,415.359772,269.069733,10.834972,378.315308,374.994995,4.349713,368.833801,339.466461,5.910594,365.455688,317.479614,6.814713,365.043121,298.189178,8.055742,2
44,'2023/10/21 14:52:14:912',2,417.255188,471.643799,-0.001225,468.46582,458.296509,-3.444355,506.048767,429.501984,-2.90559,531.687439,401.312042,-2.876807,547.857971,379.990784,-2.331995,473.30014,366.617432,8.665661,487.531433,322.009369,11.190453,495.508636,292.462219,11.491348,500.629547,268.988037,11.24925,440.678101,359.513916,8.777455,449.497131,309.300201,12.558022,455.620575,276.799988,12.077234,460.371796,252.682755,11.658061,410.423767,362.661011,7.318693,411.899292,316.855988,10.41597,415.175079,288.291901,10.859782,419.334869,268.007629,11.205585,381.645752,373.99231,4.869072,372.042572,339.162811,6.274121,368.4216,317.25238,6.875056,367.867371,297.676025,7.90688,2
45,'2023/10/21 14:52:15:529',2,420.537048,475.009277,-0.001181,470.464142,461.93631,-2.303535,507.48288,433.574493,-1.15235,533.793579,406.17688,-0.559224,552.713806,384.94397,0.427548,476.762299,370.835876,9.466585,492.279114,325.275421,12.551412,501.150208,295.575012,13.554762,506.756287,271.939697,13.979904,444.566895,363.154144,9.770032,453.259674,311.591003,14.562836,458.472992,278.743073,15.447261,461.916992,254.670563,16.175669,414.104858,365.744995,8.645007,414.873779,319.225525,12.889775,416.835632,290.317108,14.571171,419.223267,270.264282,15.846386,384.986328,376.108643,6.657687,374.751862,340.794403,9.067429,370.538818,318.86676,10.582153,368.60965,299.857269,12.378066,2
46,'2023/10/21 14:52:15:530',2,422.06427,475.486694,-0.001205,471.03006,462.879822,-2.153218,507.674927,434.126831,-0.963331,533.78656,406.417938,-0.454364,553.462708,385.439941,0.420877,477.768707,371.043243,9.848778,493.220825,325.676392,12.833078,502.29425,295.947632,13.703623,508.218384,271.976074,13.969414,445.885315,362.994141,9.761409,454.374817,311.555115,14.425315,459.804626,278.594177,15.19146,463.445007,254.433868,15.820629,415.438171,365.463867,8.170406,415.944763,319.053375,12.239809,418.124268,290.250702,13.853615,420.722748,270.170166,15.055438,386.019257,376.177307,5.696701,375.457092,341.277161,7.929989,371.08316,319.674957,9.358449,368.963623,300.703339,11.049979,2
47,'2023/10/21 14:52:16:136',2,426.005829,475.027496,-0.001051,473.107971,461.539246,-1.774219,509.907379,432.361389,-0.507126,535.983521,404.289764,0.147374,554.55365,384.038727,1.107227,484.681824,372.73703,8.984556,502.028473,327.482849,12.169158,510.887177,297.997284,13.391325,515.89563,273.930847,13.894283,453.518372,363.604492,8.907903,463.11853,312.066681,13.822625,467.059631,278.815643,15.296758,468.584778,254.6064,16.377645,422.823822,364.736053,7.403023,423.395508,318.320801,11.664691,423.758179,288.854309,13.807287,424.477692,268.492157,15.313803,392.640289,374.33847,5.093174,382.208008,339.567474,7.474242,377.542267,318.227142,9.234213,374.81662,299.598053,11.077007,2
48,'2023/10/21 14:52:16:137',2,425.059784,477.384369,-0.00108,473.003693,464.918304,0.474463,509.488403,436.490875,2.934231,534.762207,408.173248,4.585956,552.241455,387.15387,6.666123,483.221466,374.584869,11.528051,499.001709,328.390808,15.530437,507.198212,298.784027,17.338377,511.98056,275.297089,18.287264,451.562317,365.352264,11.055155,460.140839,313.118439,16.507889,464.262421,279.88324,18.446201,466.159424,256.443604,19.957951,420.381775,366.750824,9.382325,420.51416,319.352936,14.311661,421.447266,290.240936,17.025764,422.878937,270.942566,19.015179,389.73465,376.852478,7.107517,379.284393,341.280029,10.231874,375.169403,320.039734,12.518966,373.313324,302.217987,14.837921,2
49,'2023/10/21 14:52:16:469',2,425.158752,477.415192,-0.001146,472.31665,464.281982,-1.759276,508.924103,435.389618,-0.431461,534.79126,407.082214,0.088862,553.127686,386.091248,0.952891,481.533112,374.47937,10.171099,497.267426,328.876953,13.273102,505.644836,299.029633,14.163647,510.791412,274.774872,14.37557,450.230286,365.37796,9.602734,458.383667,313.915497,14.323812,462.726166,280.711304,15.100416,465.213562,256.703583,15.59897,419.593201,366.609192,7.467372,419.533722,320.064606,11.424855,420.600555,291.421814,12.976276,422.290649,271.819275,14.013814,389.437195,376.32077,4.460739,378.915222,341.482483,6.541021,375.003571,320.593658,8.010159,373.492706,302.352234,9.616505,2
50,'2023/10/21 14:52:17:110',2,426.291748,478.309937,-0.001099,472.927979,465.350861,-0.117676,509.496124,436.520355,1.861662,535.480408,408.720764,2.91314,553.812683,388.971619,4.316319,483.52951,375.253845,10.937927,499.785553,329.392609,14.424355,508.18454,299.774963,15.823612,513.191528,275.761688,16.43959,452.370453,365.989685,9.941455,460.408844,313.737274,14.838008,464.284729,280.362579,16.221083,466.108582,256.549835,17.248755,421.551453,367.330811,7.564569,421.101898,319.783966,11.722517,421.601074,290.649841,13.840988,422.756439,270.98703,15.356165,391.073059,377.441803,4.510694,380.369415,341.894043,6.804775,376.127869,320.759491,8.596697,374.128876,302.511597,10.47655,2
51,'2023/10/21 14:52:17:111',2,422.700165,478.175659,-0.001105,471.03006,465.098541,-1.219246,507.650665,437.11557,0.330826,533.529724,409.992096,1.201892,551.844177,389.443542,2.555556,479.239716,374.449951,9.892214,494.685669,328.208801,13.19436,502.904388,298.082489,14.372826,507.867615,273.983154,14.854366,447.543457,366.309692,9.715942,456.296143,313.9086,14.516001,460.589722,279.999847,15.645671,462.869263,255.376282,16.531273,417.055206,368.461121,8.202944,417.861298,321.168365,12.555831,418.859131,291.11853,14.688807,420.270905,270.390564,16.256035,387.487518,378.736389,5.908013,377.722382,343.264099,8.532711,373.43457,321.270386,10.476974,371.299255,302.21283,12.550181,2
52,'2023/10/21 14:52:17:739',2,422.9104,477.737579,-0.001121,470.655548,464.982208,-2.156602,507.961151,436.103516,-1.094363,534.180786,408.304901,-0.638299,552.968445,387.771088,0.311498,480.405029,374.044861,8.660084,496.393982,328.137329,11.547103,504.521606,298.221649,12.579294,509.170685,273.926117,12.995777,448.607544,365.518402,8.428208,457.35141,313.442719,12.874872,461.44928,279.667419,13.896044,463.402893,255.172806,14.737256,417.786743,367.240295,6.710813,418.347992,320.294006,10.582735,419.207153,290.667511,12.547829,420.388306,270.165741,14.022631,387.688843,377.280975,4.112924,377.529755,342.240234,6.248894,373.32254,320.731262,8.047,371.196045,301.852264,10.024811,2
53,'2023/10/21 14:52:19:304',2,360.20697,490.301422,-0.000639,415.220215,478.3461,-2.212895,449.778687,461.175995,0.198399,468.389374,443.861786,1.361302,476.004059,428.05722,3.281541,428.328156,406.34848,18.823162,445.453857,376.249146,26.528883,457.37442,355.799347,29.911945,467.131775,340.970673,31.375225,404.890991,394.413757,18.782711,418.215027,358.529053,28.297056,428.875031,333.166473,30.913059,437.622711,314.585205,33.015373,382.713959,388.797577,16.575588,389.776306,355.235413,24.266449,397.702881,330.15567,27.076214,405.469727,311.845551,29.198797,361.255249,388.700592,12.921661,359.268036,361.623413,17.811628,359.379181,342.213379,20.025318,360.884735,325.292664,22.276653,2
54,'2023/10/21 14:52:19:662',2,408.155518,476.212311,-0.000432,454.281158,458.827728,17.093462,470.457489,440.091522,28.963091,467.663239,424.659149,36.648243,457.263397,418.575287,45.146622,461.202484,397.181061,37.168087,476.45517,367.431458,47.684372,489.8237,349.658081,54.079147,500.391907,335.689056,57.942566,445.438721,383.730743,29.431292,459.070038,342.464386,41.122871,467.112854,318.970062,47.30431,471.995056,302.76535,52.186031,428.839508,376.23526,20.763414,437.116699,335.468384,28.689585,441.452637,312.406189,34.21854,445.542419,295.400818,38.680119,409.730164,374.839996,12.522299,413.742737,338.561279,16.879311,416.11441,318.805115,19.382389,417.656128,302.530945,21.867796,2
55,'2023/10/21 14:52:19:989',2,426.616211,471.620514,-0.000826,465.076599,453.356934,15.879916,476.146667,432.374451,27.253576,473.466553,413.886108,34.569649,465.693085,405.694153,42.252419,464.47113,393.616119,34.67123,479.044556,363.776917,44.277573,489.909515,347.033539,49.065208,500.196259,333.396545,51.702408,450.595764,378.233704,27.315401,464.351318,338.733246,38.150997,472.291809,316.094513,43.132179,480.099182,298.107513,46.70834,437.109375,367.541565,19.069839,449.311554,328.346313,26.081213,454.246063,306.465149,31.144712,459.970856,288.661804,35.073193,422.867523,362.14682,11.210299,430.915222,327.150818,14.970198,433.075226,309.337494,17.655434,435.367249,293.304688,19.879559,2
56,'2023/10/21 14:52:21:025',2,439.483551,373.645172,-0.00216,462.834961,363.745575,7.638224,470.80307,349.117218,12.549248,477.671295,335.959442,15.354025,485.605347,322.404816,16.577856,450.142242,338.989502,18.675541,456.377014,324.395203,27.351669,461.974762,317.311707,38.992123,464.867615,314.367004,48.088814,440.430115,334.903198,15.837852,443.843903,319.056213,24.779568,448.900116,312.892212,32.592415,452.250885,309.868683,37.604488,431.967255,331.968323,12.849242,431.782684,315.997314,18.492567,436.977905,308.831024,21.117744,441.672546,304.527679,22.418385,425.274445,330.952271,10.641867,423.171387,317.322449,13.367986,425.281921,309.515198,13.32495,428.221863,303.338959,13.572552,2
57,'2023/10/21 14:52:21:667',2,434.608124,366.266602,-0.004894,456.003296,361.850464,-6.825493,467.440948,348.02478,-13.760807,475.275879,336.0914,-18.345411,482.525146,326.710175,-24.721224,454.989868,339.460693,-26.434105,464.586456,320.583618,-31.186529,472.526154,307.977325,-27.788952,478.610504,297.708008,-23.818525,442.592133,336.831757,-25.570309,451.975098,316.952454,-30.923542,461.048798,305.408234,-30.830559,467.84671,296.944855,-31.8717,430.346283,334.58075,-23.968254,431.742798,315.734039,-32.457226,434.501282,303.205627,-39.227699,437.15274,294.082184,-44.64336,419.690674,333.029572,-21.608038,417.20697,317.284546,-31.049084,416.164154,306.237091,-39.984234,416.449158,296.398224,-47.191826,2
58,'2023/10/21 14:52:22:367',2,421.291931,458.448944,0.000671,469.112366,448.585693,-4.504032,500.900238,429.365234,-3.770694,528.210632,410.492645,-3.057714,548.08728,396.753326,-2.705978,464.558594,388.445496,11.936855,474.700012,369.727692,17.669455,475.996674,371.301086,19.485502,472.584412,375.216644,20.754925,442.868469,379.56311,13.416275,456.414154,360.199493,17.80365,458.036682,364.608459,17.70187,454.946106,370.654694,18.215929,422.958496,374.536987,13.688534,433.184509,352.079102,17.277016,437.104889,352.703308,17.048111,437.325073,356.000763,17.011272,404.12149,372.725037,13.364445,401.725861,349.090393,17.456785,399.416687,334.032288,21.157555,396.510345,320.655396,24.313093,2
59,'2023/10/21 14:52:23:027',2,421.16803,414.756165,-0.000461,475.711304,402.37381,-2.727757,514.539368,378.476105,-0.043134,544.528503,355.567871,2.585076,568.388977,341.459381,6.796246,482.801697,335.164825,16.012272,493.455139,311.900055,22.297626,497.296753,304.762878,25.627943,497.132813,302.62619,28.391607,458.002533,326.399445,18.378597,467.486267,302.489624,25.505493,471.483093,296.311798,28.416449,472.874176,296.248779,31.017647,434.369385,326.412292,18.913263,441.185486,303.260101,25.049339,447.788391,299.861694,28.393597,452.329102,301.533661,31.049751,410.484406,333.468872,18.561413,409.874054,311.118988,23.923897,407.392242,296.469391,26.894711,404.983307,285.031586,29.223122,2
60,'2023/10/21 14:52:23:028',2,429.75647,399.007507,-0.001718,479.718079,383.401794,-8.871265,511.164673,350.636749,-10.188471,532.05249,317.810547,-12.007496,551.482361,293.600952,-13.736064,491.641724,315.822479,11.737368,507.781311,283.643768,13.630606,516.939392,259.389557,11.956851,523.163269,238.345673,9.926792,465.20163,311.394348,12.896325,475.029602,277.952393,16.461487,480.906586,250.972229,14.008362,485.10849,229.239273,11.639908,440.129761,315.162354,11.159248,444.912109,287.906799,12.956594,449.988953,270.52533,10.372686,453.870331,256.719727,8.202414,414.572083,325.16571,7.835499,413.31955,303.867065,7.413626,413.61853,289.414703,5.179976,414.608551,274.860077,3.383125,2
61,'2023/10/21 14:52:23:357',2,423.907715,383.237061,-0.000899,477.290558,357.807983,-5.126553,503.406097,323.068329,-2.784232,521.474243,289.683136,-1.233827,538.756836,262.516052,0.021177,483.167603,295.978058,21.720446,499.287109,258.556732,29.941444,507.683167,232.946243,33.869442,511.242798,212.324265,35.87133,459.74118,294.465973,23.625319,471.698639,257.54483,34.464878,477.27121,228.803864,37.803658,479.4505,207.199295,39.297974,437.236359,298.569214,22.588531,443.116516,268.786407,26.507223,447.733307,263.106445,23.726622,447.519653,262.148071,22.091732,415.782135,304.251526,20.62932,422.168976,283.328522,20.845318,428.455414,281.867737,18.852242,430.824066,283.039307,17.488039,2
62,'2023/10/21 14:52:23:684',2,417.364349,380.450134,-0.001457,480.737915,355.91095,-1.764034,505.577576,325.306274,2.43507,523.448486,297.886536,5.177735,546.104065,271.643463,8.250093,465.179871,293.35022,26.148193,477.278656,251.564545,35.352257,485.515686,223.760437,39.903214,489.395996,202.87085,42.045685,440.648071,296.749878,26.2157,449.165924,252.119446,37.068321,458.141022,222.674286,39.7855,463.601715,201.692398,41.303139,418.730011,302.407043,23.639875,425.266968,265.153168,28.39142,435.8461,250.344803,26.607649,440.480499,243.801178,25.86936,400.244537,306.460724,20.328461,402.941284,279.808563,21.745319,407.177887,270.088867,20.852489,407.518799,265.082794,20.493399,2
63,'2023/10/21 14:52:24:284',2,420.430908,383.092621,-0.001376,474.134552,359.936279,1.831997,497.344757,329.016022,6.681398,514.288391,302.816101,11.061625,535.217896,280.596527,15.061492,457.602722,284.754822,20.016407,468.06369,243.171082,28.86272,475.429047,216.557571,33.032936,479.129517,198.150787,35.454514,433.962402,290.002869,22.835539,440.807037,247.888168,33.842682,445.957764,216.676483,38.308292,448.043793,194.053741,40.284031,414.504608,300.829773,24.676262,420.492493,268.390991,31.227146,429.408112,256.156769,32.1633,432.961243,250.134674,32.64893,399.404236,312.518921,26.553577,405.011688,289.31897,30.628115,411.653992,281.953949,31.811996,414.755951,277.808899,32.438087,2
64,'2023/10/21 14:52:24:285',2,416.995209,377.882233,-0.001417,475.063629,349.788635,2.313179,495.154785,322.786499,8.296047,510.448822,300.552643,13.285744,529.601013,278.969513,18.272987,454.564636,292.010529,25.43051,463.595612,250.672516,35.727417,470.031921,223.12384,40.463703,473.250458,203.937119,43.016479,433.024872,294.972534,26.994907,438.993927,252.348022,39.210659,444.243591,219.621124,43.555286,447.257141,196.802887,45.907791,415.398712,300.022827,27.032108,420.579926,265.031738,34.268478,426.968872,245.628952,34.719032,429.246124,234.755936,35.012642,402.70636,304.112793,26.883081,408.577362,278.757568,31.268549,413.675385,269.789825,32.66766,415.316895,265.419006,33.677113,2
65,'2023/10/21 14:52:30:839',3,438.329071,460.762848,-0.000736,413.093781,421.437958,22.052557,405.744568,376.78244,24.818729,406.195465,337.421478,24.984009,402.491882,308.918518,25.544693,381.527863,364.777893,-1.915292,423.88269,323.282501,11.73533,440.229614,314.384338,25.027636,444.875458,308.561493,30.274967,400.53891,374.583771,-13.662926,449.300415,335.513123,3.919274,451.693085,351.200226,16.095013,441.74881,364.323883,16.061264,425.948303,386.430725,-21.859528,468.602203,345.831024,-5.755121,471.444336,364.475342,2.993775,462.535553,379.081299,0.228194,455.466827,396.577087,-28.342541,483.519714,361.557526,-15.172549,483.8479,376.493011,-8.183704,477.538605,389.762878,-9.640632,3
66,'2023/10/21 14:52:31:220',3,447.836517,476.114105,0.001015,417.792297,426.83786,27.503622,415.227051,382.532745,30.606743,419.098877,343.641479,30.490793,417.987061,310.407776,32.132183,397.870636,358.732635,4.455522,439.734833,312.712433,25.14666,458.956299,309.55954,44.191059,460.355865,313.25531,52.487419,419.86557,367.779449,-9.722385,467.993103,329.252228,11.400831,473.173035,348.667725,28.40724,461.926788,364.493408,31.144613,447.811951,380.956818,-20.011011,489.976746,347.686584,1.266286,491.292572,369.896088,11.756177,479.663025,386.097168,9.13438,478.840698,395.457825,-28.940369,509.603729,366.178772,-9.700462,507.646027,385.597809,-1.44394,497.181305,401.64798,-2.309739,3
67,'2023/10/21 14:52:31:872',3,448.205963,483.794189,0.000046,425.11853,432.104065,23.160589,422.008026,382.563751,23.923758,425.5047,339.963531,21.658285,423.165985,309.479492,20.016933,396.110077,366.483246,-6.127046,447.350311,318.400879,8.215309,466.877441,314.916321,23.725563,468.825165,316.345276,29.808786,415.820068,377.237579,-19.122066,473.966248,334.259247,-2.346913,477.723755,353.751434,12.424596,464.584167,369.574402,14.008104,442.754913,391.182404,-28.292042,495.277039,349.562714,-12.256335,497.822357,371.871857,-1.141663,484.588623,387.493561,-2.337174,473.799896,403.99881,-35.836544,511.581207,369.579956,-21.787737,511.729706,388.117859,-12.954784,500.701172,402.620758,-12.773864,3
